title,author,description,language,isbn,genres,pages,firstPublishDate,coverImg
The Summer I Turned Pretty,Jenny Han (Goodreads Author),"Belly measures her life in summers. Everything good, everything magical happens between the months of June and August. Winters are simply a time to count the weeks until the next summer, a place away from the beach house, away from Susannah, and most importantly, away from Jeremiah and Conrad. They are the boys that Belly has known since her very first summer—they have been her brother figures, her crushes, and everything in between. But one summer, one terrible and wonderful summer, the more everything changes, the more it all ends up just the way it should have been all along.",English,9781416968238,"['Young Adult', 'Romance', 'Contemporary', 'Chick Lit', 'Fiction', 'Realistic Fiction', 'Young Adult Contemporary', 'Teen', 'Young Adult Romance', 'Coming Of Age']",276,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361666855l/5821978.jpg
Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Winner of the Lincoln PrizeAcclaimed historian Doris Kearns Goodwin illuminates Lincoln's political genius in this highly original work, as the one-term congressman and prairie lawyer rises from obscurity to prevail over three gifted rivals of national reputation to become president.On May 18, 1860, William H. Seward, Salmon P. Chase, Edward Bates, and Abraham Lincoln waited in their hometowns for the results from the Republican National Convention in Chicago. When Lincoln emerged as the victor, his rivals were dismayed and angry.Throughout the turbulent 1850s, each had energetically sought the presidency as the conflict over slavery was leading inexorably to secession and civil war. That Lincoln succeeded, Goodwin demonstrates, was the result of a character that had been forged by experiences that raised him above his more privileged and accomplished rivals. He won because he possessed an extraordinary ability to put himself in the place of other men, to experience what they were feeling, to understand their motives and desires.It was this capacity that enabled Lincoln as president to bring his disgruntled opponents together, create the most unusual cabinet in history, and marshal their talents to the task of preserving the Union and winning the war.We view the long, horrifying struggle from the vantage of the White House as Lincoln copes with incompetent generals, hostile congressmen, and his raucous cabinet. He overcomes these obstacles by winning the respect of his former competitors, and in the case of Seward, finds a loyal and crucial friend to see him through.This brilliant multiple biography is centered on Lincoln's mastery of men and how it shaped the most significant presidency in the nation's history.",English,9780743270755,"['History', 'Nonfiction', 'Biography', 'Politics', 'American History', 'Civil War', 'Presidents', 'Leadership', 'Historical', 'Audiobook']",916,10/25/05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347278868l/2199.jpg
A Room with a View,E.M. Forster,"""But you do,"" he went on, not waiting for contradiction. ""You love the boy body and soul, plainly, directly, as he loves you, and no other word expresses it ...""Lucy has her rigid, middle-class life mapped out for her, until she visits Florence with her uptight cousin Charlotte, and finds her neatly ordered existence thrown off balance. Her eyes are opened by the unconventional characters she meets at the Pension Bertolini: flamboyant romantic novelist Eleanor Lavish, the Cockney Signora, curious Mr Emerson and, most of all, his passionate son George.Lucy finds herself torn between the intensity of life in Italy and the repressed morals of Edwardian England, personified in her terminally dull fiancé Cecil Vyse. Will she ever learn to follow her own heart?",English,9781420925432,"['Classics', 'Fiction', 'Romance', 'Historical Fiction', 'Literature', 'Italy', 'British Literature', '20th Century', 'Novels', 'Classic Literature']",119,10/28/08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1388781285l/3087.jpg
"Brown Bear, Brown Bear, What Do You See?","Bill Martin Jr., Eric Carle (Illustrator)","A big happy frog, a plump purple cat, a handsome blue horse, and a soft yellow duck--all parade across the pages of this delightful book. Children will immediately respond to Eric Carle's flat, boldly colored collages. Combined with Bill Martin's singsong text, they create unforgettable images of these endearing animals.",English,9780805047905,"['Picture Books', 'Childrens', 'Animals', 'Fiction', 'Classics', 'Storytime', 'Poetry', 'Kids', 'Juvenile', 'Young Adult']",24,10/28/67,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1430155496l/759611.jpg
Twenties Girl,Sophie Kinsella (Goodreads Author),"Lara Lington has always had an overactive imagination, but suddenly that imagination seems to be in overdrive. Normal professional twenty-something young women don't get visited by ghosts. Or do they?When the spirit of Lara's great-aunt Sadie-a feisty, demanding girl with firm ideas about fashion, love, and the right way to dance-mysteriously appears, she has one request: Lara must find a missing necklace that had been in Sadie's possession for more than seventy-five years, because Sadie cannot rest without it.Lara and Sadie make a hilarious sparring duo, and at first it seems as though they have nothing in common. But as the mission to find Sadie's necklace leads to intrigue and a new romance for Lara, these very different ""twenties"" girls learn some surprising truths from and about each other. Written with all the irrepressible charm and humor that have made Sophie Kinsella's books beloved by millions, Twenties Girl is also a deeply moving testament to the transcendent bonds of friendship and family.",English,9780385342025,"['Chick Lit', 'Romance', 'Fiction', 'Contemporary', 'Humor', 'Adult', 'Paranormal', 'Audiobook', 'Contemporary Romance', 'Adult Fiction']",435,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1320544759l/6063187.jpg
The Knife of Never Letting Go,Patrick Ness,"Todd Hewitt is the only boy in a town of men. Ever since the settlers were infected with the Noise germ, Todd can hear everything the men think, and they hear everything he thinks. Todd is just a month away from becoming a man, but in the midst of the cacophony, he knows that the town is hiding something from him -- something so awful Todd is forced to flee with only his dog, whose simple, loyal voice he hears too. With hostile men from the town in pursuit, the two stumble upon a strange and eerily silent creature: a girl. Who is she? Why wasn't she killed by the germ like all the females on New World? Propelled by Todd's gritty narration, readers are in for a white-knuckle journey in which a boy on the cusp of manhood must unlearn everything he knows in order to figure out who he truly is.",English,9780763676186,"['Young Adult', 'Dystopia', 'Science Fiction', 'Fantasy', 'Fiction', 'Adventure', 'Teen', 'Audiobook', 'Thriller', 'Post Apocalyptic']",512,05/05/08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1534503008l/20758104._SY475_.jpg
Walk Two Moons,Sharon Creech,"""How about a story? Spin us a yarn.""Instantly, Phoebe Winterbottom came to mind. ""I could tell you an extensively strange story,"" I warned.""Oh, good!"" Gram said. ""Delicious!""And that is how I happened to tell them about Phoebe, her disappearing mother, and the lunatic.As Sal entertains her grandparents with Phoebe's outrageous story, her own story begins to unfold — the story of a thirteen-year-old girl whose only wish is to be reunited with her missing mother.In her own award-winning style, Sharon Creech intricately weaves together two tales, one funny, one bittersweet, to create a heartwarming, compelling, and utterly moving story of love, loss, and the complexity of human emotion.",English,9780060739492,"['Young Adult', 'Fiction', 'Realistic Fiction', 'Middle Grade', 'Childrens', 'School', 'Contemporary', 'Classics', 'Family', 'Juvenile']",280,01/01/94,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1389035862l/53496.jpg
Linger,Maggie Stiefvater (Goodreads Author),"the longing.Once Grace and Sam have found each other, they know they must fight to stay together. For Sam, this means a reckoning with his werewolf past. For Grace, it means facing a future that is less and less certain.the loss.Into their world comes a new wolf named Cole, whose past is full of hurt and danger. He is wrestling with his own demons, embracing the life of a wolf while denying the ties of being a human.the linger.For Grace, Sam, and Cole, life a constant struggle between two forces - wolf and human - with love baring its two sides as well. It is harrowing and euphoric, freeing and entrapping, enticing and alarming. As their world falls apart, love is what lingers. But will it be enough?",English,9780545123280,"['Young Adult', 'Fantasy', 'Romance', 'Paranormal', 'Werewolves', 'Fiction', 'Paranormal Romance', 'Supernatural', 'Urban Fantasy', 'Teen']",362,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1292482391l/6654313.jpg
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",Christopher Moore (Goodreads Author),"The birth of Jesus has been well chronicled, as have his glorious teachings, acts, and divine sacrifice after his thirtieth birthday. But no one knows about the early life of the Son of God, the missing years—except Biff, the Messiah's best bud, who has been resurrected to tell the story in the divinely hilarious yet heartfelt work ""reminiscent of Vonnegut and Douglas Adams"" (Philadelphia Inquirer).Verily, the story Biff has to tell is a miraculous one, filled with remarkable journeys, magic, healings, kung fu, corpse reanimations, demons, and hot babes. Even the considerable wiles and devotion of the Savior's pal may not be enough to divert Joshua from his tragic destiny. But there's no one who loves Josh more—except maybe ""Maggie,"" Mary of Magdala—and Biff isn't about to let his extraordinary pal suffer and ascend without a fight.",English,9780380813810,"['Fiction', 'Humor', 'Historical Fiction', 'Fantasy', 'Religion', 'Comedy', 'Historical', 'Audiobook', 'Adult', 'Adult Fiction']",444,03/01/02,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1331419009l/28881.jpg
Baby Proof,Emily Giffin (Goodreads Author),"From the author of the smash hits Something Borrowed and Something Blue comes a novel that explores the question: is there ever a deal-breaker when it comes to true love?First comes love. Then comes marriage. Then comes . . . a baby carriage? Isn't that what all women want?Not so for Claudia Parr. And just as she gives up on finding a man who feels the same way, she meets warm, wonderful Ben. Things seem too good to be true when they fall in love and agree to buck tradition with a satisfying, child-free marriage. Then the unexpected occurs: one of them has a change of heart. One of them wants children after all.This is the witty, heartfelt story about what happens to the perfect couple when they suddenly want different things. It's about feeling that your life is set and then realizing that nothing is as you thought it was—and that there is no possible compromise. It's about deciding what is most important in life, and taking chances to get it. But most of all, it's about the things we will do—and won't do—for love.",English,9780312348649,"['Chick Lit', 'Fiction', 'Romance', 'Contemporary', 'Adult Fiction', 'Adult', 'Audiobook', 'Contemporary Romance', 'Novels', 'Womens Fiction']",340,10/30/06,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1361466583l/42149.jpg
You,Caroline Kepnes (Goodreads Author),"When a beautiful aspiring writer strides into the East Village bookstore where Joe Goldberg works, he does what anyone would do: he Googles the name on her credit card.There is only one Guinevere Beck in New York City. She has a public Facebook account and Tweets incessantly, telling Joe everything he needs to know: she is simply Beck to her friends, she went to Brown University, she lives on Bank Street, and she’ll be at a bar in Brooklyn tonight—the perfect place for a “chance” meeting.As Joe invisibly and obsessively takes control of Beck’s life, he orchestrates a series of events to ensure Beck finds herself in his waiting arms. Moving from stalker to boyfriend, Joe transforms himself into Beck’s perfect man, all while quietly removing the obstacles that stand in their way—even if it means murder.A terrifying exploration of how vulnerable we all are to stalking and manipulation, debut author Caroline Kepnes delivers a razor-sharp novel for our hyper-connected digital age.",English,9781501195433,"['Thriller', 'Fiction', 'Mystery', 'Contemporary', 'Mystery Thriller', 'Adult', 'Audiobook', 'Suspense', 'Horror', 'Crime']",422,09/25/14,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1549463282l/36430011._SY475_.jpg
Midwives,Chris Bohjalian (Goodreads Author),"The time is 1981, and Sibyl Danforth has been a dedicated midwife in the rural community of Reddington, Vermont, for fifteen years. But one treacherous winter night, in a house isolated by icy roads and failed telephone lines, Sibyl takes desperate measures to save a baby's life. She performs an emergency Caesarean section on its mother, who appears to have died in labor. But what if—as Sibyl's assistant later charges—the patient wasn't already dead, and it was Sibyl who inadvertently killed her?As recounted by Sibyl's precocious fourteen-year-old daughter, Connie, the ensuing trial bears the earmarks of a witch hunt except for the fact that all its participants are acting from the highest motives—and the defendant increasingly appears to be guilty. As Sibyl Danforth faces the antagonism of the law, the hostility of traditional doctors, and the accusations of her own conscience, Midwives engages, moves, and transfixes us as only the very best novels ever do.",English,9999999999999,"['Fiction', 'Contemporary', 'Adult Fiction', 'Book Club', 'Chick Lit', 'Adult', 'Mystery', 'Novels', 'Historical Fiction', 'Drama']",384,04/28/97,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442593918l/5166._SY475_.jpg
Still Life,Louise Penny (Goodreads Author),"As the early morning mist clears on Thanksgiving Sunday, the homes of Three Pines come to life - all except one…To locals, the village is a safe haven. So they are bewildered when a well-loved member of the community is found lying dead in the maple woods. Surely it was an accident - a hunter's arrow gone astray. Who could want Jane Neal dead?In a long and distinguished career with the Sûreté du Quebec, Chief Inspector Armand Gamache has learned to look for snakes in Eden. Gamache knows something dark is lurking behind the white picket fences, and if he watches closely enough, Three Pines will begin to give up its secrets…",English,9780312948559,"['Mystery', 'Fiction', 'Crime', 'Mystery Thriller', 'Canada', 'Audiobook', 'Adult', 'Adult Fiction', 'Detective', 'Thriller']",293,01/01/05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1324373974l/338691.jpg
Dreamcatcher,"Stephen King (Goodreads Author), William Olivier Desmond (Translator), Maria Teresa Marenco (Translator)","Au coeur de la forêt de Derry, quatre amis d'enfance, unis pour le meilleur et pour le pire, confrontés à un phénomène terrifiant qu'ils ne risquent pas d'oublier...

Stephen King, au sommet de son talent, cerne au plus profond de l'inconscient collectif les peurs de notre temps.

Dans la lignée de Ça et d'Insomnie, un très grand King.
(back cover)",French,9782226131904,"['Horror', 'Fiction', 'Science Fiction', 'Thriller', 'Fantasy', 'Aliens', 'Supernatural', 'Paranormal', 'Mystery', 'Suspense']",688,03/20/01,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1386922451l/11570.jpg
Royal Assassin,Robin Hobb (Goodreads Author),"Fitz has survived his first hazardous mission as king’s assassin, but is left little more than a cripple. Battered and bitter, he vows to abandon his oath to King Shrewd, remaining in the distant mountains. But love and events of terrible urgency draw him back to the court at Buckkeep, and into the deadly intrigues of the royal family. Renewing their vicious attacks on the coast, the Red-Ship Raiders leave burned-out villages and demented victims in their wake. The kingdom is also under assault from within, as treachery threatens the throne of the ailing king. In this time of great danger, the fate of the kingdom may rest in Fitz’s hands—and his role in its salvation may require the ultimate sacrifice.",English,9999999999999,"['Fantasy', 'Fiction', 'Epic Fantasy', 'High Fantasy', 'Science Fiction Fantasy', 'Magic', 'Adventure', 'Audiobook', 'Adult', 'Epic']",675,03/28/96,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1428234219l/25300956.jpg
Big Magic: Creative Living Beyond Fear,Elizabeth Gilbert (Goodreads Author),"Readers of all ages and walks of life have drawn inspiration and empowerment from Elizabeth Gilbert’s books for years. Gilbert offers insights into the mysterious nature of inspiration. She asks us to embrace our curiosity and let go of needless suffering. She shows us how to tackle what we most love, and how to face down what we most fear. She discusses the attitudes, approaches, and habits we need in order to live our most creative lives. Balancing between soulful spirituality and cheerful pragmatism, Gilbert encourages us to uncover the “strange jewels” that are hidden within each of us. Whether we are looking to write a book, make art, find new ways to address challenges in our work, embark on a dream long deferred, or simply infuse our everyday lives with more mindfulness and passion, Big Magic cracks open a world of wonder and joy.",English,9781594634710,"['Nonfiction', 'Self Help', 'Writing', 'Audiobook', 'Personal Development', 'Art', 'Psychology', 'Memoir', 'Inspirational', 'Business']",288,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1451446242l/24453082.jpg
The Sword of Summer,Rick Riordan (Goodreads Author),"Magnus Chase has seen his share of trouble. Ever since that terrible night two years ago when his mother told him to run, he has lived alone on the streets of Boston, surviving by his wits, staying one step ahead of the police and the truant officers.One day, Magnus learns that someone else is trying to track him down—his uncle Randolph, a man his mother had always warned him about. When Magnus tries to outmaneuver his uncle, he falls right into his clutches. Randolph starts rambling about Norse history and Magnus's birthright: a weapon that has been lost for thousands of years.The more Randolph talks, the more puzzle pieces fall into place. Stories about the gods of Asgard, wolves, and Doomsday bubble up from Magnus's memory. But he doesn't have time to consider it all before a fire giant attacks the city, forcing him to choose between his own safety and the lives of hundreds of innocents. . . .Sometimes, the only way to start a new life is to die.",English,9781423160915,"['Fantasy', 'Mythology', 'Young Adult', 'Middle Grade', 'Fiction', 'Adventure', 'Urban Fantasy', 'Magic', 'Childrens', 'Young Adult Fantasy']",499,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1434701340l/15724396.jpg
Dead in the Family,Charlaine Harris (Goodreads Author),"It's all about family ...Sookie Stackhouse is dealing with a whole host of family problems, ranging from her own kin (a non-human fairy and a telepathic second cousin) demanding a place in her life, to her lover Eric's vampire sire, an ancient being who arrives with Eric's 'brother' in tow at a most inopportune moment. And Sookie's tracking down a distant relation of her ailing neighbour (and ex), Vampire Bill Compton.In addition to the multitude of family issues complicating her life, the werewolf pack of Shreveport has asked Sookie for a special favour, and since Sookie is an obliging young woman, she agrees. But this favour for the wolves has dire results for Sookie, who is still recovering from the trauma of her abduction during the Fairy War.",English,9780441018642,"['Fantasy', 'Vampires', 'Paranormal', 'Urban Fantasy', 'Romance', 'Fiction', 'Mystery', 'Paranormal Romance', 'Supernatural', 'Werewolves']",311,10/28/10,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1290479828l/7091488.jpg
Freedom,Jonathan Franzen,"Patty and Walter Berglund were the new pioneers of old St. Paul—the gentrifiers, the hands-on parents, the avant-garde of the Whole Foods generation. Patty was the ideal sort of neighbor, who could tell you where to recycle your batteries and how to get the local cops to actually do their job. She was an enviably perfect mother and the wife of Walter's dreams. Together with Walter—environmental lawyer, commuter cyclist, total family man—she was doing her small part to build a better world.But now, in the new millennium, the Berglunds have become a mystery. Why has their teenage son moved in with the aggressively Republican family next door? Why has Walter taken a job working with Big Coal? What exactly is Richard Katz—outré rocker and Walter's college best friend and rival—still doing in the picture? Most of all, what has happened to Patty? Why has the bright star of Barrier Street become ""a very different kind of neighbor,"" an implacable Fury coming unhinged before the street's attentive eyes?In his first novel since The Corrections, Jonathan Franzen has given us an epic of contemporary love and marriage. Freedom comically and tragically captures the temptations and burdens of liberty: the thrills of teenage lust, the shaken compromises of middle age, the wages of suburban sprawl, the heavy weight of empire. In charting the mistakes and joys of Freedom's characters as they struggle to learn how to live in an ever more confusing world, Franzen has produced an indelible and deeply moving portrait of our time.(jacket)",English,9780374158460,"['Fiction', 'Contemporary', 'Novels', 'Literary Fiction', 'Literature', 'American', 'Adult Fiction', 'Family', 'Audiobook', 'Book Club']",562,08/28/10,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1316729686l/7905092.jpg
"Julie and Julia: 365 Days, 524 Recipes, 1 Tiny Apartment Kitchen",Julie Powell,"With the humor of Bridget Jones and the vitality of Augusten Burroughs, Julie Powell recounts how she conquered every recipe in Julia Child's Mastering the Art of French Cooking and saved her soul!Julie Powell is 30-years-old, living in a rundown apartment in Queens and working at a soul-sucking secretarial job that’s going nowhere. She needs something to break the monotony of her life, and she invents a deranged assignment. She will take her mother's dog-eared copy of Julia Child's 1961 classic Mastering the Art of French Cooking, and she will cook all 524 recipes. In the span of one year. At first she thinks it will be easy. But as she moves from the simple Potage Parmentier (potato soup) into the more complicated realm of aspics and crépes, she realizes there’s more to Mastering the Art of French Cooking than meets the eye. With Julia’s stern warble always in her ear, Julie haunts the local butcher, buying kidneys and sweetbreads. She sends her husband on late-night runs for yet more butter and rarely serves dinner before midnight. She discovers how to mold the perfect Orange Bavarian, the trick to extracting marrow from bone, and the intense pleasure of eating liver. And somewhere along the line she realizes she has turned her kitchen into a miracle of creation and cuisine. She has eclipsed her life’s ordinariness through spectacular humor, hysteria, and perseverance.",English,9780316109697,"['Nonfiction', 'Memoir', 'Food', 'Cooking', 'Biography', 'Chick Lit', 'Biography Memoir', 'Humor', 'Cookbooks', 'Foodie']",310,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1442804846l/13747._SY475_.jpg
"My Sister, the Serial Killer",Oyinkan Braithwaite (Goodreads Author),"When Korede's dinner is interrupted one night by a distress call from her sister, Ayoola, she knows what's expected of her: bleach, rubber gloves, nerves of steel and a strong stomach. This'll be the third boyfriend Ayoola's dispatched in, quote, self-defence and the third mess that her lethal little sibling has left Korede to clear away. She should probably go to the police for the good of the menfolk of Nigeria, but she loves her sister and, as they say, family always comes first. Until, that is, Ayoola starts dating the doctor where Korede works as a nurse. Korede's long been in love with him, and isn't prepared to see him wind up with a knife in his back: but to save one would mean sacrificing the other...My Sister, the Serial Killer is a blackly comic novel about how blood is thicker - and more difficult to get out of the carpet - than water...",English,9780385544238,"['Fiction', 'Thriller', 'Mystery', 'Contemporary', 'Crime', 'Audiobook', 'Africa', 'Mystery Thriller', 'Adult', 'Nigeria']",226,07/17/17,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1523366732l/38819868._SY475_.jpg
Crazy Love: Overwhelmed by a Relentless God,"Francis Chan, Danae Yankoski (Contributor), Chris Tomlin (Foreword)","Have you ever wondered if we're missing it? It's crazy, if you think about it. The God of the universe—the Creator of nitrogen and pine needles, galaxies and E-minor—loves us with a radical, unconditional, self-sacrificing love. And what is our typical response? We go to church, sing songs, and try not to cuss. Whether you've verbalized it yet or not, we all know something's wrong. Does something deep inside your heart long to break free from the status quo? Are you hungry for an authentic faith that addresses the problems of our world with tangible, even radical, solutions? God is calling you to a passionate love relationship with Himself. Because the answer to religious complacency isn't working harder at a list of do's and don'ts-it's falling in love with God. And once you encounter His love, as Francis describes it, you will never be the same. Because when you're wildly in love with someone, it changes everything. Learn more about Crazy Love at www.crazylovebook.com",English,9781434768513,"['Christian', 'Nonfiction', 'Christianity', 'Christian Living', 'Faith', 'Religion', 'Theology', 'Spirituality', 'Christian Non Fiction', 'Inspirational']",187,10/28/08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328763220l/3206011.jpg
The Constant Princess,Philippa Gregory (Goodreads Author),"Splendid and sumptuous historical novel from the internationally bestselling author, Philippa Gregory, telling of the early life of Katherine of Aragon.We think of Katherine of Aragon as the barren wife of a notorious king; but behind this legacy lies a fascinating story.Katherine of Aragon is born Catalina, the Spanish Infanta, to parents who are both rulers and warriors. Aged four, she is betrothed to Arthur, Prince of Wales, and is raised to be Queen of England. She is never in doubt that it is her destiny to rule that far-off, wet, cold land.Her faith is tested when her prospective father-in-law greets her arrival in her new country with a great insult; Arthur seems little better than a boy; the food is strange and the customs coarse. Slowly she adapts to the first Tudor court, and life as Arthur’s wife grows ever more bearable.But when the studious young man dies, she is left to make her own future: how can she now be queen, and found a dynasty? Only by marrying Arthur’s young brother, the sunny but spoilt Henry. His father and grandmother are against it; her powerful parents prove little use. Yet Katherine is her mother’s daughter and her fighting spirit is strong.She will do anything to achieve her aim; even if it means telling the greatest lie, and holding to it.",English,9780743272490,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Tudor Period', 'British Literature', 'Adult', 'Historical Romance', 'Adult Fiction', 'Audiobook']",390,10/28/05,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1355932704l/16181.jpg
The Silver Linings Playbook,Matthew Quick (Goodreads Author),"Meet Pat. Pat has a theory: his life is a movie produced by God. And his God-given mission is to become physically fit and emotionally literate, whereupon God will ensure a happy ending for him—the return of his estranged wife, Nikki. (It might not come as a surprise to learn that Pat has spent time in a mental health facility.) The problem is, Pat's now home, and everything feels off. No one will talk to him about Nikki; his beloved Philadelphia Eagles keep losing; he's being pursued by the deeply odd Tiffany; his new therapist seems to recommend adultery as a form of therapy. Plus, he's being hunted by Kenny G!In this enchanting novel, Matthew Quick takes us inside Pat's mind, showing us the world from his distorted yet endearing perspective. As the award-winning novelist Justin Cronin put it: ""Tender, soulful, hilarious, and true, The Silver Linings Playbook is a wonderful debut.""",English,9780374533571,"['Fiction', 'Contemporary', 'Romance', 'Adult', 'Mental Health', 'Adult Fiction', 'Audiobook', 'Mental Illness', 'Realistic Fiction', 'Drama']",289,09/02/08,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1358277412l/13539044.jpg
Steelheart,Brandon Sanderson (Goodreads Author),"Ten years ago, Calamity came. It was a burst in the sky that gave ordinary men and women extraordinary powers. The awed public started calling them Epics. But Epics are no friend of man. With incredible gifts came the desire to rule. And to rule man you must crush his will.Nobody fights the Epics...nobody but the Reckoners. A shadowy group of ordinary humans, they spend their lives studying Epics, finding their weaknesses, and then assassinating them.And David wants in. He wants Steelheart — the Epic who is said to be invincible. The Epic who killed David's father. For years, like the Reckoners, David's been studying, and planning — and he has something they need. Not an object, but an experience.He's seen Steelheart bleed. And he wants revenge.",English,9780385743563,"['Fantasy', 'Young Adult', 'Science Fiction', 'Dystopia', 'Fiction', 'Urban Fantasy', 'Superheroes', 'Audiobook', 'Adventure', 'Science Fiction Fantasy']",386,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1357576738l/17182126.jpg
Lonesome Dove,Larry McMurtry,"A love story, an adventure, and an epic of the frontier, Larry McMurtry’s Pulitzer Prize— winning classic, Lonesome Dove, the third book in the Lonesome Dove tetralogy, is the grandest novel ever written about the last defiant wilderness of America.Journey to the dusty little Texas town of Lonesome Dove and meet an unforgettable assortment of heroes and outlaws, whores and ladies, Indians and settlers. Richly authentic, beautifully written, always dramatic, Lonesome Dove is a book to make us laugh, weep, dream, and remember.",English,9780671683900,"['Fiction', 'Historical Fiction', 'Westerns', 'Classics', 'Historical', 'Adventure', 'Novels', 'Literature', 'Audiobook', 'American']",960,10/28/85,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1559668037l/256008.jpg
The Lost Colony,Eoin Colfer,"Alternate Cover Edition for ISBN: 9780786849567Ten thousand years ago, humans and fairies fought a great battle for the magical island of Ireland. When it became clear to the fairy families that they could never win, they decided to move their civilisation underground and keep themselves hidden from the humans. All the fairy families agreed on this, except the eighth family, the demons.The demons planned to lift their small island out of time until they had regrouped and were ready to wage war on the humans once more. However, the time spell went wrong, and the island of Hybras was catapulted into Limbo, where it has remained for ten thousand years.Now, the tainted time spell is deteriorating and demons are being sucked back into the present space and time. The fairy Council are naturally concerned about this and are monitoring any materialisations. When the spell’s deterioration accelerates, the materialisations become unpredictable. Even the fairy scientists cannot figure out where the next demon will pop up.But someone can. Artemis Fowl, the teenage criminal mastermind, has solved temporal equations that no normal human should be intelligent enough to understand. But Artemis Fowl is no normal human.So when a confused and frightened demon pops up in a Sicilian theatre, Artemis Fowl is there to meet him. Unfortunately, he is not the only one. A second, mysterious party has also solved the temporal equations, and manages to abduct the demon before Artemis can secure him.This is a disaster for the fairy People, because this demon was no ordinary fairy. He was the last demon warlock, and as such held the key to the survival of the entire demon race.It is up to Artemis and his old comrade Captain Holly Short to track down the missing demon and rescue him before the time spell dissolves completely and the lost demon colony returns violently to Earth.",English,9999999999999,"['Fantasy', 'Young Adult', 'Fiction', 'Science Fiction', 'Adventure', 'Middle Grade', 'Childrens', 'Magic', 'Urban Fantasy', 'Audiobook']",385,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1522190376l/37586.jpg
The Way of Shadows,Brent Weeks (Goodreads Author),"From New York Times Bestselling author Brent Weeks... For Durzo Blint, assassination is an art-and he is the city's most accomplished artist. For Azoth, survival is precarious. Something you never take for granted. As a guild rat, he's grown up in the slums, and learned to judge people quickly - and to take risks. Risks like apprenticing himself to Durzo Blint.But to be accepted, Azoth must turn his back on his old life and embrace a new identity and name. As Kylar Stern, he must learn to navigate the assassins' world of dangerous politics and strange magics - and cultivate a flair for death.",English,9780316033671,"['Fantasy', 'Fiction', 'Epic Fantasy', 'Magic', 'High Fantasy', 'Adventure', 'Science Fiction Fantasy', 'Adult', 'Dark Fantasy', 'Audiobook']",645,,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1327881551l/3227063.jpg
